      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2018-11-22 00:51:48,   8857,      19.78,         523,       0.01,      447.78,       26.44,        2.99,    8857,       0
**** 50,20S,8 ****
2018-11-22 00:52:08,   9252,      19.77,         546,       0.02,      467.98,       27.62,       10.99,    9252,       0
**** 100,20S,8 ****
2018-11-22 00:52:28,  12355,      19.76,         729,       0.05,      625.25,       36.89,       28.16,   12355,       0
**** 150,20S,8 ****
2018-11-22 01:24:08,  12472,      19.11,         736,       0.04,      652.64,       38.51,       26.04,   12472,       0
**** 200,20S,8 ****
2018-11-22 01:32:04,   8503,      19.07,         502,       0.05,      445.88,       26.32,       21.16,    8503,       0
**** 250,20S,8 ****
2018-11-22 01:33:24,   9169,      19.09,         541,       0.04,      480.30,       28.34,       19.25,    9169,       0
**** 1,20S,16 ****
2018-11-22 01:35:06,    237,      19.05,          14,       0.01,       12.44,        0.73,        0.09,     237,       0
**** 10,20S,16 ****
2018-11-22 01:35:26,   2208,      19.81,         130,       0.01,      111.46,        6.56,        0.66,    2208,       0
**** 20,20S,16 ****
2018-11-22 01:35:46,   4351,      19.73,         256,       0.01,      220.53,       12.98,        1.42,    4351,       0
**** 30,20S,16 ****
2018-11-22 01:36:06,   5956,      19.73,         351,       0.02,      301.88,       17.79,        5.03,    5956,       0
**** 40,20S,16 ****
2018-11-22 01:36:26,   5395,      19.74,         318,       0.05,      273.30,       16.11,       13.04,    5395,       0
**** 50,20S,16 ****
2018-11-22 01:36:46,   5373,      19.73,         317,       0.05,      272.33,       16.07,       12.53,    5373,       0
**** 100,20S,16 ****
2018-11-22 01:37:06,   5343,      19.72,         315,       0.04,      270.94,       15.97,       11.05,    5343,       0
**** 150,20S,16 ****
2018-11-22 01:37:26,  12924,      19.68,         763,       0.03,      656.71,       38.77,       22.94,   12924,       0
**** 200,20S,16 ****
2018-11-22 01:37:46,   5240,      19.65,         309,       0.04,      266.67,       15.73,       10.92,    5240,       0
**** 250,20S,16 ****
2018-11-22 01:38:06,   7480,      19.66,         441,       0.06,      380.47,       22.43,       21.58,    7480,       0
**** 1,20S,32 ****
2018-11-22 01:38:26,    231,      19.59,          13,       0.01,       11.79,        0.66,        0.09,     231,       0
**** 10,20S,32 ****
2018-11-22 01:38:46,   2160,      19.70,         127,       0.01,      109.64,        6.45,        0.69,    2160,       0
**** 20,20S,32 ****
2018-11-22 01:39:06,   4336,      19.69,         256,       0.01,      220.21,       13.00,        1.61,    4336,       0
**** 30,20S,32 ****
2018-11-22 01:39:26,   4475,      19.70,         264,       0.04,      227.16,       13.40,       10.05,    4475,       0
**** 40,20S,32 ****
2018-11-22 01:39:46,   4716,      19.69,         278,       0.05,      239.51,       14.12,       11.61,    4716,       0
**** 50,20S,32 ****
2018-11-22 01:40:06,   5715,      19.68,         337,       0.04,      290.40,       17.12,       10.80,    5715,       0
**** 100,20S,32 ****
2018-11-22 01:40:26,  12302,      19.67,         726,       0.05,      625.42,       36.91,       28.48,   12302,       0
**** 150,20S,32 ****
2018-11-22 01:40:46,   7117,      19.65,         420,       0.06,      362.19,       21.37,       22.50,    7117,       0
**** 200,20S,32 ****
2018-11-22 01:41:06,  10577,      19.60,         624,       0.05,      539.64,       31.84,       24.56,   10577,       0
**** 250,20S,32 ****
2018-11-22 01:41:26,  10542,      19.58,         622,       0.04,      538.41,       31.77,       19.54,   10542,       0
**** 1,20S,64 ****
2018-11-22 01:41:46,    221,      19.55,          13,       0.01,       11.30,        0.66,        0.09,     221,       0
**** 10,20S,64 ****
2018-11-22 01:42:06,   2198,      19.67,         129,       0.01,      111.74,        6.56,        0.76,    2198,       0
**** 20,20S,64 ****
2018-11-22 01:42:26,   4327,      19.66,         255,       0.01,      220.09,       12.97,        1.63,    4327,       0
**** 30,20S,64 ****
2018-11-22 01:42:46,   4357,      19.65,         257,       0.05,      221.73,       13.08,       10.27,    4357,       0
**** 40,20S,64 ****
2018-11-22 01:43:06,   5872,      19.65,         346,       0.03,      298.83,       17.61,        9.60,    5872,       0
**** 50,20S,64 ****
2018-11-22 01:43:26,   8370,      19.65,         494,       0.03,      425.95,       25.14,       12.43,    8370,       0
**** 100,20S,64 ****
2018-11-22 02:56:49,   9839,      19.69,         581,       0.05,      499.70,       29.51,       24.97,    9839,       0
**** 150,20S,64 ****
2018-11-22 03:01:15,   4460,      19.33,         263,       0.06,      230.73,       13.61,       12.81,    4460,       0
**** 200,20S,64 ****
2018-11-22 03:01:47,  10528,      19.43,         621,       0.04,      541.84,       31.96,       24.08,   10528,       0
**** 250,20S,64 ****
2018-11-22 03:02:27,   7391,      19.20,         436,       0.04,      384.95,       22.71,       17.06,    7391,       0
**** 1,20S,128 ****
2018-11-22 03:04:43,    225,      19.84,          13,       0.01,       11.34,        0.66,        0.10,     225,       0
**** 10,20S,128 ****
2018-11-22 03:05:03,   2238,      19.85,         132,       0.01,      112.75,        6.65,        0.85,    2238,       0
**** 20,20S,128 ****
2018-11-22 03:05:23,   4370,      19.85,         258,       0.01,      220.15,       13.00,        1.98,    4370,       0
**** 30,20S,128 ****
2018-11-22 03:05:43,   4095,      19.87,         241,       0.06,      206.09,       12.13,       11.37,    4095,       0
**** 40,20S,128 ****
2018-11-22 03:06:03,   7300,      19.86,         431,       0.03,      367.57,       21.70,        9.77,    7300,       0
**** 50,20S,128 ****
2018-11-22 03:06:23,   7527,      19.86,         444,       0.04,      379.00,       22.36,       13.43,    7527,       0
**** 100,20S,128 ****
2018-11-22 03:06:43,   4071,      19.85,         240,       0.05,      205.09,       12.09,       10.47,    4071,       0
**** 150,20S,128 ****
2018-11-22 03:07:03,   8356,      19.85,         493,       0.08,      420.96,       24.84,       33.10,    8356,       0
**** 200,20S,128 ****
2018-11-22 11:24:14,   9721,      19.69,         573,       0.06,      493.70,       29.10,       28.01,    9721,       0
**** 250,20S,128 ****
2018-11-22 03:07:24,   8525,      19.06,         502,       0.28,      447.27,       26.34,      124.02,    8525,       0
**** 1,20S,256 ****
2018-11-22 11:25:34,    225,      19.45,          13,       0.01,       11.57,        0.67,        0.12,     225,       0
**** 10,20S,256 ****
2018-11-22 03:08:04,   2157,      19.85,         127,       0.01,      108.66,        6.40,        1.03,    2157,       0
**** 20,20S,256 ****
2018-11-22 03:08:24,   4086,      19.86,         241,       0.02,      205.74,       12.13,        3.14,    4086,       0
**** 30,20S,256 ****
2018-11-22 03:08:44,   3258,      19.87,         192,       0.06,      163.97,        9.66,       10.07,    3258,       0
**** 40,20S,256 ****
2018-11-22 03:09:04,   6066,      19.86,         358,       0.04,      305.44,       18.03,       13.55,    6066,       0
**** 50,20S,256 ****
2018-11-22 03:09:24,   5786,      19.86,         342,       0.05,      291.34,       17.22,       13.49,    5786,       0
**** 100,20S,256 ****
2018-11-22 11:28:53,   6921,      19.61,         408,       0.05,      352.93,       20.81,       17.04,    6921,       0
**** 150,20S,256 ****
2018-11-22 03:09:48,   6107,      19.26,         359,       0.09,      317.08,       18.64,       28.10,    6107,       0
**** 200,20S,256 ****
2018-11-22 11:31:04,   5805,      19.78,         342,       0.04,      293.48,       17.29,       13.00,    5805,       0
**** 250,20S,256 ****
2018-11-22 03:10:09,   3090,      19.08,         182,       0.06,      161.95,        9.54,       10.27,    3090,       0
**** 1,20S,512 ****
2018-11-22 11:33:54,    195,      19.06,          11,       0.01,       10.23,        0.58,        0.12,     195,       0
**** 10,20S,512 ****
2018-11-22 03:10:49,   2094,      19.86,         123,       0.01,      105.44,        6.19,        1.39,    2094,       0
**** 20,20S,512 ****
2018-11-22 03:11:09,   3682,      19.86,         217,       0.02,      185.40,       10.93,        4.26,    3682,       0
**** 30,20S,512 ****
2018-11-22 03:11:29,   4378,      19.85,         258,       0.05,      220.55,       13.00,       10.97,    4378,       0
**** 40,20S,512 ****
2018-11-22 11:36:07,   2438,      19.25,         143,       0.08,      126.65,        7.43,       10.10,    2438,       0
**** 50,20S,512 ****
2018-11-22 03:11:55,   2376,      19.01,         140,       0.07,      124.99,        7.36,        8.95,    2376,       0
**** 100,20S,512 ****
2018-11-22 03:12:15,   4071,      19.86,         240,       0.07,      204.98,       12.08,       14.64,    4071,       0
**** 150,20S,512 ****
2018-11-22 11:37:16,   5124,      19.40,         302,       0.10,      264.12,       15.57,       26.84,    5124,       0
**** 200,20S,512 ****
2018-11-22 03:12:37,   5115,      19.68,         301,       0.12,      259.91,       15.29,       30.39,    5115,       0
**** 250,20S,512 ****
2018-11-22 11:38:23,   2413,      19.34,         141,       0.09,      124.77,        7.29,       11.57,    2413,       0
**** 1,20S,1024 ****
2018-11-22 03:12:58,    216,      19.33,          12,       0.02,       11.17,        0.62,        0.17,     216,       0
**** 10,20S,1024 ****
2018-11-22 11:40:10,   1808,      19.55,         106,       0.02,       92.48,        5.42,        2.07,    1808,       0
**** 20,20S,1024 ****
2018-11-22 03:13:38,   2738,      19.85,         161,       0.06,      137.93,        8.11,        8.03,    2738,       0
**** 30,20S,1024 ****
2018-11-22 11:41:26,   3091,      19.96,         182,       0.11,      154.86,        9.12,       16.64,    3091,       0
**** 40,20S,1024 ****
2018-11-22 03:14:06,   2918,      19.01,         172,       0.12,      153.50,        9.05,       18.34,    2918,       0
**** 50,20S,1024 ****
2018-11-22 11:43:03,   1586,      19.78,          93,       0.10,       80.18,        4.70,        7.79,    1586,       0
**** 100,20S,1024 ****
2018-11-22 03:14:31,   3035,      19.18,         179,       0.15,      158.24,        9.33,       24.52,    3035,       0
**** 150,20S,1024 ****
2018-11-22 11:45:53,   2933,      19.48,         172,       0.08,      150.56,        8.83,       12.42,    2933,       0
**** 200,20S,1024 ****
2018-11-22 03:14:53,   3079,      19.67,         181,       0.16,      156.53,        9.20,       24.38,    3079,       0
**** 250,20S,1024 ****
2018-11-22 11:46:43,   1584,      19.74,          93,       0.10,       80.24,        4.71,        7.82,    1584,       0
