      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2018-11-22 12:27:41,   4216,      19.80,         438,       0.04,      212.93,       22.12,        8.43,    4216,       0
**** 50,20S,4 ****
2018-11-22 12:28:23,   2411,      19.69,         250,       0.05,      122.45,       12.70,        6.31,    2411,       0
**** 100,20S,4 ****
2018-11-22 12:29:05,   5422,      19.57,         562,       0.05,      277.06,       28.72,       12.61,    5422,       0
**** 150,20S,4 ****
2018-11-22 12:29:47,   2361,      19.46,         245,       0.05,      121.33,       12.59,        6.41,    2361,       0
**** 200,20S,4 ****
2018-11-22 12:30:29,   5299,      19.34,         550,       0.05,      273.99,       28.44,       12.38,    5299,       0
**** 250,20S,4 ****
2018-11-22 12:31:11,   2330,      19.22,         242,       0.05,      121.23,       12.59,        5.85,    2330,       0
**** 1,20S,8 ****
2018-11-22 12:31:33,    570,      19.10,          59,       0.01,       29.84,        3.09,        0.29,     570,       0
**** 10,20S,8 ****
2018-11-22 12:32:16,   3815,      19.98,         396,       0.02,      190.94,       19.82,        4.70,    3815,       0
**** 20,20S,8 ****
2018-11-22 12:32:58,   4244,      19.86,         442,       0.04,      213.70,       22.26,        9.36,    4244,       0
**** 30,20S,8 ****
2018-11-22 12:33:40,   4229,      19.74,         439,       0.04,      214.24,       22.24,        8.97,    4229,       0
**** 40,20S,8 ****
2018-11-22 12:34:22,   2410,      19.62,         250,       0.06,      122.83,       12.74,        7.64,    2410,       0
**** 50,20S,8 ****
2018-11-22 12:35:04,   2390,      19.50,         248,       0.06,      122.56,       12.72,        6.77,    2390,       0
**** 100,20S,8 ****
2018-11-22 12:35:46,   4102,      19.38,         426,       0.04,      211.66,       21.98,        9.20,    4102,       0
**** 150,20S,8 ****
2018-11-22 12:36:28,   4083,      19.26,         423,       0.04,      211.99,       21.96,        8.72,    4083,       0
**** 200,20S,8 ****
2018-11-22 12:37:10,   4020,      19.14,         417,       0.05,      210.03,       21.79,       11.32,    4020,       0
**** 250,20S,8 ****
2018-11-22 12:37:52,   3963,      19.03,         411,       0.05,      208.25,       21.60,        9.55,    3963,       0
**** 1,20S,16 ****
2018-11-22 12:38:15,    540,      19.91,          55,       0.01,       27.12,        2.76,        0.27,     540,       0
**** 10,20S,16 ****
2018-11-22 12:38:57,   3725,      19.78,         387,       0.03,      188.32,       19.57,        4.72,    3725,       0
**** 20,20S,16 ****
2018-11-22 12:39:39,   4957,      19.66,         514,       0.04,      252.14,       26.14,       10.36,    4957,       0
**** 30,20S,16 ****
2018-11-22 12:40:21,   2392,      19.54,         248,       0.05,      122.42,       12.69,        6.21,    2392,       0
**** 40,20S,16 ****
2018-11-22 12:41:03,   2364,      19.42,         245,       0.06,      121.73,       12.62,        7.32,    2364,       0
**** 50,20S,16 ****
2018-11-22 12:41:45,   4872,      19.31,         507,       0.04,      252.30,       26.26,        9.35,    4872,       0
**** 100,20S,16 ****
2018-11-22 12:42:27,   4005,      19.18,         416,       0.04,      208.81,       21.69,        9.34,    4005,       0
**** 150,20S,16 ****
2018-11-22 12:43:09,   2311,      19.06,         240,       0.05,      121.25,       12.59,        6.25,    2311,       0
**** 200,20S,16 ****
2018-11-22 12:43:52,   4192,      19.94,         435,       0.04,      210.23,       21.82,        8.40,    4192,       0
**** 250,20S,16 ****
2018-11-22 12:44:34,   4115,      19.83,         427,       0.05,      207.51,       21.53,        9.50,    4115,       0
**** 1,20S,32 ****
2018-11-22 12:44:56,    556,      19.71,          57,       0.01,       28.21,        2.89,        0.29,     556,       0
**** 10,20S,32 ****
2018-11-22 12:45:38,   3270,      19.59,         338,       0.04,      166.92,       17.25,        5.87,    3270,       0
**** 20,20S,32 ****
2018-11-22 12:46:20,   4069,      19.47,         423,       0.05,      208.99,       21.73,       10.59,    4069,       0
**** 30,20S,32 ****
2018-11-22 12:47:02,   2214,      19.35,         229,       0.06,      114.42,       11.83,        7.01,    2214,       0
**** 40,20S,32 ****
2018-11-22 12:47:44,   2295,      19.24,         238,       0.06,      119.28,       12.37,        6.94,    2295,       0
**** 50,20S,32 ****
2018-11-22 12:48:26,   4733,      19.12,         492,       0.04,      247.54,       25.73,       10.72,    4733,       0
**** 100,20S,32 ****
2018-11-22 12:49:09,   5386,      20.00,         560,       0.09,      269.30,       28.00,       23.82,    5386,       0
**** 150,20S,32 ****
2018-11-22 12:49:51,   2350,      19.88,         244,       0.05,      118.21,       12.27,        5.93,    2350,       0
**** 200,20S,32 ****
2018-11-22 12:50:33,   2354,      19.76,         245,       0.05,      119.13,       12.40,        5.44,    2354,       0
**** 250,20S,32 ****
2018-11-22 12:51:15,   4039,      19.65,         420,       0.04,      205.55,       21.37,        8.74,    4039,       0
**** 1,20S,64 ****
2018-11-22 12:51:37,    530,      19.52,          54,       0.01,       27.15,        2.77,        0.29,     530,       0
**** 10,20S,64 ****
2018-11-22 12:52:19,   2719,      19.40,         282,       0.05,      140.15,       14.54,        6.57,    2719,       0
**** 20,20S,64 ****
2018-11-22 12:53:01,   2231,      19.27,         231,       0.06,      115.78,       11.99,        6.59,    2231,       0
**** 30,20S,64 ****
2018-11-22 12:53:43,   2207,      19.15,         229,       0.06,      115.25,       11.96,        6.95,    2207,       0
**** 40,20S,64 ****
2018-11-22 12:54:25,   5064,      19.04,         526,       0.06,      265.97,       27.63,       17.17,    5064,       0
**** 50,20S,64 ****
2018-11-22 12:55:08,   2309,      19.92,         241,       0.07,      115.91,       12.10,        8.09,    2309,       0
**** 100,20S,64 ****
2018-11-22 12:55:50,   5190,      19.80,         541,       0.08,      262.12,       27.32,       22.28,    5190,       0
**** 150,20S,64 ****
2018-11-22 12:56:32,   5105,      19.68,         530,       0.05,      259.40,       26.93,       13.07,    5105,       0
**** 200,20S,64 ****
2018-11-22 12:57:14,   2238,      19.56,         232,       0.05,      114.42,       11.86,        5.68,    2238,       0
**** 250,20S,64 ****
2018-11-22 12:57:56,   5120,      19.45,         533,       0.07,      263.24,       27.40,       18.64,    5120,       0
**** 1,20S,128 ****
2018-11-22 12:58:18,    520,      19.32,          53,       0.01,       26.92,        2.74,        0.31,     520,       0
**** 10,20S,128 ****
2018-11-22 12:59:00,   2996,      19.21,         310,       0.04,      155.96,       16.14,        6.11,    2996,       0
**** 20,20S,128 ****
2018-11-22 12:59:42,   2049,      19.08,         213,       0.06,      107.39,       11.16,        6.33,    2049,       0
**** 30,20S,128 ****
2018-11-22 13:00:25,   3674,      19.96,         382,       0.05,      184.07,       19.14,        9.87,    3674,       0
**** 40,20S,128 ****
2018-11-22 13:01:07,   2129,      19.83,         221,       0.07,      107.36,       11.14,        7.42,    2129,       0
**** 50,20S,128 ****
2018-11-22 13:01:49,   3622,      19.71,         376,       0.05,      183.76,       19.08,        8.99,    3622,       0
**** 100,20S,128 ****
2018-11-22 13:02:31,   3613,      19.60,         375,       0.05,      184.34,       19.13,        9.18,    3613,       0
**** 150,20S,128 ****
2018-11-22 13:03:13,   4769,      19.48,         496,       0.07,      244.82,       25.46,       17.23,    4769,       0
**** 200,20S,128 ****
2018-11-22 13:03:55,   2072,      19.36,         215,       0.07,      107.02,       11.11,        7.01,    2072,       0
**** 250,20S,128 ****
2018-11-22 13:04:37,   3520,      19.24,         366,       0.04,      182.95,       19.02,        7.74,    3520,       0
**** 1,20S,256 ****
2018-11-22 13:04:59,    497,      19.11,          51,       0.01,       26.01,        2.67,        0.33,     497,       0
**** 10,20S,256 ****
2018-11-22 13:05:42,   3014,      19.99,         313,       0.04,      150.78,       15.66,        5.84,    3014,       0
**** 20,20S,256 ****
2018-11-22 13:06:24,   1889,      19.87,         196,       0.07,       95.07,        9.86,        6.99,    1889,       0
**** 30,20S,256 ****
2018-11-22 13:07:06,   1891,      19.74,         196,       0.06,       95.80,        9.93,        6.15,    1891,       0
**** 40,20S,256 ****
2018-11-22 13:07:48,   3151,      19.62,         327,       0.05,      160.60,       16.67,        8.06,    3151,       0
**** 50,20S,256 ****
2018-11-22 13:08:30,   1863,      19.51,         193,       0.06,       95.49,        9.89,        5.47,    1863,       0
**** 100,20S,256 ****
2018-11-22 13:09:12,   3121,      19.38,         325,       0.05,      161.04,       16.77,        7.87,    3121,       0
**** 150,20S,256 ****
2018-11-22 13:09:54,   1825,      19.26,         190,       0.08,       94.76,        9.87,        7.43,    1825,       0
**** 200,20S,256 ****
2018-11-22 13:10:36,   4058,      19.14,         421,       0.06,      212.02,       22.00,       12.22,    4058,       0
**** 250,20S,256 ****
2018-11-22 13:11:18,   3059,      19.02,         318,       0.05,      160.83,       16.72,        7.97,    3059,       0
**** 1,20S,512 ****
2018-11-22 13:11:41,      0,      19.91,           0,       -nan,        0.00,        0.00,        0.00,       0,      78
**** 10,20S,512 ****
2018-11-22 13:12:23,   1557,      19.78,         162,       0.07,       78.72,        8.19,        5.80,    1557,       0
**** 20,20S,512 ****
2018-11-22 13:13:05,   1569,      19.65,         163,       0.07,       79.85,        8.30,        5.89,    1569,       0
**** 30,20S,512 ****
2018-11-22 13:13:47,   1551,      19.52,         161,       0.06,       79.46,        8.25,        4.76,    1551,       0
**** 40,20S,512 ****
2018-11-22 13:14:29,   1544,      19.39,         160,       0.06,       79.63,        8.25,        4.99,    1544,       0
**** 50,20S,512 ****
2018-11-22 13:15:11,   1526,      19.27,         159,       0.08,       79.19,        8.25,        6.67,    1526,       0
**** 100,20S,512 ****
2018-11-22 13:15:53,   1506,      19.15,         157,       0.08,       78.64,        8.20,        5.94,    1506,       0
**** 150,20S,512 ****
2018-11-22 13:16:35,   2481,      19.03,         258,       0.06,      130.37,       13.56,        7.59,    2481,       0
**** 200,20S,512 ****
2018-11-22 13:17:18,   3331,      19.90,         347,       0.07,      167.39,       17.44,       11.21,    3331,       0
**** 250,20S,512 ****
2018-11-22 13:18:00,   1547,      19.79,         161,       0.08,       78.17,        8.14,        5.89,    1547,       0
**** 1,20S,1024 ****
2018-11-22 13:18:22,    460,      19.67,          47,       0.02,       23.39,        2.39,        0.46,     460,       0
**** 10,20S,1024 ****
2018-11-22 13:19:04,   1126,      19.53,         117,       0.11,       57.65,        5.99,        6.21,    1126,       0
**** 20,20S,1024 ****
2018-11-22 13:19:46,   1801,      19.41,         187,       0.07,       92.79,        9.63,        6.81,    1801,       0
**** 30,20S,1024 ****
2018-11-22 13:20:28,   1110,      19.28,         114,       0.10,       57.57,        5.91,        5.99,    1110,       0
**** 40,20S,1024 ****
2018-11-22 13:21:10,   1766,      19.16,         183,       0.07,       92.17,        9.55,        6.56,    1766,       0
**** 50,20S,1024 ****
2018-11-22 13:21:52,   2129,      19.04,         222,       0.08,      111.82,       11.66,        9.42,    2129,       0
**** 100,20S,1024 ****
2018-11-22 13:22:35,   1142,      19.90,         118,       0.08,       57.39,        5.93,        4.84,    1142,       0
**** 150,20S,1024 ****
2018-11-22 13:23:17,   2417,      19.78,         256,       0.18,      122.19,       12.94,       22.51,    2417,       0
**** 200,20S,1024 ****
2018-11-22 13:23:59,   1827,      19.66,         191,       0.09,       92.93,        9.72,        7.97,    1827,       0
**** 250,20S,1024 ****
2018-11-22 13:24:41,   2358,      19.53,         253,       0.25,      120.74,       12.95,       30.60,    2358,       0
